?色	文本名	代?	重量	部分	作者	?建日期	批注	文本?	?域	覆?率 %	起?	??
●	uid37-ys	通訊內容的特性\工作相關	0	A：就是公事上有急事 假設他傳的訊息 就是其實現在Line訊息都可以預覽啊 那你現在收到你就可以看他傳說像是 誒什麼東西 什麼文件啊 然後老闆現在要 主管現在要 那你可能要馬上回覆他說這個文件在哪裡在哪裡 阿你去找這樣子 對對對	Hank	2019/8/25 14:33:29		重複(ys)	114	0.96	239	239
●	uid37-ys	關係基礎分類\工作夥伴	0	A：就是公事上有急事 假設他傳的訊息 就是其實現在Line訊息都可以預覽啊 那你現在收到你就可以看他傳說像是 誒什麼東西 什麼文件啊 然後老闆現在要 主管現在要 那你可能要馬上回覆他說這個文件在哪裡在哪裡 阿你去找這樣子 對對對	Hank	2019/8/25 14:33:45		重複(ys)	114	0.96	239	239
●	uid37-ys	受測者回覆速度\回覆速度快	0	A：就是公事上有急事 假設他傳的訊息 就是其實現在Line訊息都可以預覽啊 那你現在收到你就可以看他傳說像是 誒什麼東西 什麼文件啊 然後老闆現在要 主管現在要 那你可能要馬上回覆他說這個文件在哪裡在哪裡 阿你去找這樣子 對對對	Hank	2019/8/25 14:33:51		重複(ys)	114	0.96	239	239
●	uid37-ys	通訊內容的特性\工作相關	0	A：因為這個已經離職的同事他也在相關產業 所以他有時候?我們也會有一些業務上的討論 不是交集 就是討論可能像是誒你們公司有遇到一些狀況會怎麼處理阿我公司遇到這個狀況會怎麼處理 就是彼此算是同行啦 同行就是一些業務上的交流這樣	Hank	2019/8/25 14:37:04		重複(ys)	112	0.95	260	260
●	uid37-ys	關係基礎分類\工作夥伴	0	A：因為這個已經離職的同事他也在相關產業 所以他有時候?我們也會有一些業務上的討論 不是交集 就是討論可能像是誒你們公司有遇到一些狀況會怎麼處理阿我公司遇到這個狀況會怎麼處理 就是彼此算是同行啦 同行就是一些業務上的交流這樣	Hank	2019/8/25 14:37:11		重複(ys)	112	0.95	260	260
●	uid37-ys	關係基礎分類\重要他人	0	A：家人跟伴侶吧？！ 會想說他們找的話就是能回就盡量回 對	Hank	2019/8/25 14:37:22		重複(ys)	29	0.24	266	266
●	uid37-ys	關係基礎分類\家人	0	A：家人跟伴侶吧？！ 會想說他們找的話就是能回就盡量回 對	Hank	2019/8/25 14:37:26		重複(ys)	29	0.24	266	266
●	uid37-ys	受測者回覆速度\回覆速度快	0	A：家人跟伴侶吧？！ 會想說他們找的話就是能回就盡量回 對	Hank	2019/8/25 14:37:33		重複(ys)	29	0.24	266	266
●	uid37_Nicole_new	關係基礎分類\工作夥伴	0	A：佩如可能是就只有聊工作上的事情	Hank	2019/8/25 19:48:08			17	0.14	16	16
●	uid37_Nicole_new	通訊內容的特性\工作相關	0	A：佩如可能是就只有聊工作上的事情	Hank	2019/8/25 19:48:15			17	0.14	16	16
●	uid37_Nicole_new	通訊內容的特性\難處理	0	A：就可能說他說他到了然後我也到了但是我卻沒有看到他我們約台北車站的東3門可能我們都在東3門可是我們卻沒有看到對方 那可能就會直接問說誒你到底在哪裡 不用在那邊打字但大半天說喔我在那個711的右邊我在那個711的左邊 這樣打字也麻煩	Hank	2019/8/25 19:49:41			116	0.98	51	51
●	uid37_Nicole_new	通訊管道相關\使用其他管道通訊	0	A：就可能說他說他到了然後我也到了但是我卻沒有看到他我們約台北車站的東3門可能我們都在東3門可是我們卻沒有看到對方 那可能就會直接問說誒你到底在哪裡 不用在那邊打字但大半天說喔我在那個711的右邊我在那個711的左邊 這樣打字也麻煩	Hank	2019/8/25 19:49:43			116	0.98	51	51
●	uid37_Nicole_new	關係基礎分類\重要他人	0	A：就可能說他說他到了然後我也到了但是我卻沒有看到他我們約台北車站的東3門可能我們都在東3門可是我們卻沒有看到對方 那可能就會直接問說誒你到底在哪裡 不用在那邊打字但大半天說喔我在那個711的右邊我在那個711的左邊 這樣打字也麻煩	Hank	2019/8/25 19:49:45			116	0.98	51	51
●	uid37_Nicole_new	通訊管道相關\使用其他管道通訊	0	A：語音的話就是?有時候打字嫌麻煩或者是打太多字就直接打Line電話用講的 或者是打中華電信的市話用講的打手機直接用講的 對對對	Hank	2019/8/25 19:49:56			64	0.54	49	49
●	uid37_Nicole_new	關係基礎分類\重要他人	0	A：語音的話就是?有時候打字嫌麻煩或者是打太多字就直接打Line電話用講的 或者是打中華電信的市話用講的打手機直接用講的 對對對	Hank	2019/8/25 19:49:59			64	0.54	49	49
●	uid37_Nicole_new	通訊當下的客觀情境\忙碌	0	A：因為有時候就是想工作上的關係呀有時候工作上像是開會啊不管是他或者是誰我都沒有辦法馬上去做回覆	Hank	2019/8/25 19:51:07			48	0.41	61	61
●	uid37_Nicole_new	受測者回覆速度\回覆速度慢	0	A：因為有時候就是想工作上的關係呀有時候工作上像是開會啊不管是他或者是誰我都沒有辦法馬上去做回覆	Hank	2019/8/25 19:51:15			48	0.41	61	61
●	uid37_Nicole_new	關係基礎分類\重要他人	0	A：因為有時候就是想工作上的關係呀有時候工作上像是開會啊不管是他或者是誰我都沒有辦法馬上去做回覆	Hank	2019/8/25 19:51:30			48	0.41	61	61
●	uid37_Nicole_new	關係基礎分類\重要他人	0	A：那再來就是如果有些訊息因為訊息上可以預覽嘛 有些訊息不是說這麼重要的訊息其實看了我也不一定會回 對對對	Hank	2019/8/25 19:51:40			53	0.45	63	63
●	uid37_Nicole_new	通訊內容的特性\不重要	0	A：那再來就是如果有些訊息因為訊息上可以預覽嘛 有些訊息不是說這麼重要的訊息其實看了我也不一定會回 對對對	Hank	2019/8/25 19:51:46			53	0.45	63	63
●	uid37_Nicole_new	受測者回覆速度\回覆速度慢	0	A：那再來就是如果有些訊息因為訊息上可以預覽嘛 有些訊息不是說這麼重要的訊息其實看了我也不一定會回 對對對	Hank	2019/8/25 19:51:49			53	0.45	63	63
●	uid37_Nicole_new	關係基礎分類\家人	0	A：差不多?其實是差不多 如果說爸媽傳訊息給我然後不是說很重要的那種或是那種不需要馬上回覆的我如果在忙我也不一定會馬上回	Hank	2019/8/25 19:52:01			60	0.51	65	65
●	uid37_Nicole_new	通訊內容的特性\不重要	0	A：差不多?其實是差不多 如果說爸媽傳訊息給我然後不是說很重要的那種或是那種不需要馬上回覆的我如果在忙我也不一定會馬上回	Hank	2019/8/25 19:52:04			60	0.51	65	65
●	uid37_Nicole_new	受測者回覆速度\回覆速度慢	0	A：差不多?其實是差不多 如果說爸媽傳訊息給我然後不是說很重要的那種或是那種不需要馬上回覆的我如果在忙我也不一定會馬上回	Hank	2019/8/25 19:52:08			60	0.51	65	65
●	uid37_Nicole_new	聯絡人使用通訊軟體的習慣\基本上回覆快	0	"Q：那你們大概回覆的模式是怎麼樣？就是多常聊天啊？大概多久會回一次訊息或者是他回你多快或你回他多快這樣子？
A：他很快他幾乎是秒讀 因為現在是暑假期間他手機幾乎是不離身 我敲他他馬上就會回
Q：嗯嗯
A：那我的話 基本上是我沒事我看到他敲我我可以回的話就會馬上回 對 
A：除非說我工作真的在忙或是在開會或是在騎車這種的當然沒辦法 對"	Hank	2019/10/21 22:42:01			167	1.41	78	82
●	uid37_Nicole_new	關係基礎分類\家人	0	"Q：那你們大概回覆的模式是怎麼樣？就是多常聊天啊？大概多久會回一次訊息或者是他回你多快或你回他多快這樣子？
A：他很快他幾乎是秒讀 因為現在是暑假期間他手機幾乎是不離身 我敲他他馬上就會回
Q：嗯嗯
A：那我的話 基本上是我沒事我看到他敲我我可以回的話就會馬上回 對 
A：除非說我工作真的在忙或是在開會或是在騎車這種的當然沒辦法 對"	Hank	2019/10/21 22:41:57			167	1.41	78	82
